UNQE_FIRE_,Calculated.Acres,size_class,latest_out,duration_hrs,Fire.Mgmt.Complexity,fire_mgmt_n,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
2019-ORUMA-000021,0.3,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORUMA-000025,98,Class C,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2015-ORWSA-000003,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000004,1.7,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000005,0.5,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000010,9.9,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000011,0.7,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000013,2614.7,Class F,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000015,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000017,0.2,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000018,4.1,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000020,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000021,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000022,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000025,0.8,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000028,40.1,Class C,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000029,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000030,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000031,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000032,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000033,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000034,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000035,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000036,0.2,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000037,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000038,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000039,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000040,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000045,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000046,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000048,0.2,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000049,4,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000051,36.3,Class C,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000052,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000055,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000060,66613,Class G,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000061,200,Class D,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000064,0.5,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000066,25,Class C,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000067,50,Class C,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000068,300,Class E,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000069,50,Class C,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000070,25,Class C,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000071,10,Class C,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000077,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000078,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000079,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000080,0.4,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000081,0.5,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000082,0.4,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000083,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000084,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000085,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000086,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000087,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000090,2,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000092,5,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORWSA-000093,3.5,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2016-ORWSA-000002,2,Class B,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000007,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000008,0.3,Class B,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000011,4.4,Class B,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000012,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000016,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000020,0.5,Class B,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000021,0.3,Class B,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000022,1.3,Class B,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000025,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000027,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000028,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000029,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000030,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000031,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000032,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000033,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000034,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000035,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000036,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000039,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000040,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000041,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000042,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000044,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000045,9235,Class G,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000048,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000057,0.1,Class A,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000067,331,Class E,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000068,2.5,Class B,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORWSA-000069,2.5,Class B,NA,NA,NA,NA,WF,0,2016,NA,NA,FALSE,TRUE
2017-ORWSA-000004,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000005,0.5,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000007,2,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000010,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000013,2413,Class F,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000014,9.8,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000015,5.8,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000016,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000018,0.5,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000019,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000020,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000021,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000022,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000023,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000024,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000025,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000026,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000027,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000028,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000029,0.3,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000031,98,Class C,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000035,0.6,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000042,0.3,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000043,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000047,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000048,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000049,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000055,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000056,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000057,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000058,0.3,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000059,1.5,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000060,0.3,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000061,1,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000062,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000063,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000064,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000065,0.4,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000066,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000069,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000076,1.4,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000077,0.2,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000080,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000081,0.1,Class A,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000086,0.5,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000088,5.1,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORWSA-000089,0.5,Class B,NA,NA,NA,NA,WF,0,2017,NA,NA,FALSE,TRUE
2018-ORWSA-000004,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000008,190.2,Class D,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000009,1.5,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000010,1,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000011,0.3,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000012,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000014,1.4,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000018,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000019,1.4,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000020,4.5,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000023,0.5,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000026,1000,Class F,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000027,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000028,154,Class D,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000030,90,Class C,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000031,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000032,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000034,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000035,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000036,0.3,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000037,1.4,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000038,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000039,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000040,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000041,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000042,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000043,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000044,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000045,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000046,0.3,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000047,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000048,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000049,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000050,0.3,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000051,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000052,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000053,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000054,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000055,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000056,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000058,0.3,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000059,39,Class C,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000060,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000061,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000062,0.5,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000063,0.5,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000064,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000065,437,Class E,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000066,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000073,1.4,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000074,1.4,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000076,0.3,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000078,0.3,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000093,9083,Class G,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000094,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000095,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000096,0.5,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000098,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000099,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000100,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000101,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000102,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000103,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000104,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000105,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000106,0.1,Class A,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000110,0.3,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000118,0.4,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000119,0.7,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2018-ORWSA-000120,0.4,Class B,NA,NA,NA,NA,WF,0,2018,NA,NA,FALSE,TRUE
2019-ORWSA-000002,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000007,1.3,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000008,33.7,Class C,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000009,19.5,Class C,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000010,0.6,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000012,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000013,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000017,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000018,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000019,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000020,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000021,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000022,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000023,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000024,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000032,0.3,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000038,2,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000041,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000042,0.3,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000044,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000045,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000046,2.3,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000047,1,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000048,1,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000050,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000052,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000053,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000054,2.1,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000060,1.8,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000063,1,Class B,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000064,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000069,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-000075,0.1,Class A,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2019-ORWSA-002019,25,Class C,NA,NA,NA,NA,WF,0,2019,NA,NA,FALSE,TRUE
2015-ORBUD-684067,0.3,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORBUD-683039,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORBUD-683043,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORBUD-684090,2.7,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORBUD-683044,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORBUD-683348,0.3,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORBUD-683347,0.1,Class A,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORBUD-683042,2,Class B,NA,NA,NA,NA,WF,0,2015,NA,NA,FALSE,TRUE
