geometry,index,is_indigenous,n_fires,n_quercus,n_xerophyllum,n_thuja,n_populus,n_rubus,n_pinus,n_salix,plant_sum,hist_pinus,hist_salix,hist_quercus,hist_populus,hist_thuja,sum_pinus,sum_salix,sum_quercus,sum_populus,sum_thuja,total_sum,fire_lst,max_acres,min_mgmt,max_duration
"list(c(-120.352441002613, -120.302441002613, -120.302441002613, -120.352441002613, -120.352441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.302441002613, -120.252441002613, -120.252441002613, -120.302441002613, -120.302441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.252441002613, -120.202441002613, -120.202441002613, -120.252441002613, -120.252441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6426,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2022-ORPRD-000885,0.02,NA,125.983333333333
"list(c(-120.202441002613, -120.152441002613, -120.152441002613, -120.202441002613, -120.202441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6427,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,2022-ORPRD-000881,0.02,NA,138.766666666667
"list(c(-120.152441002613, -120.102441002613, -120.102441002613, -120.152441002613, -120.152441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6428,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.102441002613, -120.052441002613, -120.052441002613, -120.102441002613, -120.102441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.052441002613, -120.002441002613, -120.002441002613, -120.052441002613, -120.052441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.002441002613, -119.952441002613, -119.952441002613, -120.002441002613, -120.002441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.952441002613, -119.902441002613, -119.902441002613, -119.952441002613, -119.952441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6432,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,NA,0
"list(c(-119.902441002613, -119.852441002613, -119.852441002613, -119.902441002613, -119.902441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6433,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,NA,0
"list(c(-119.852441002613, -119.802441002613, -119.802441002613, -119.852441002613, -119.852441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,NA,0
"list(c(-119.802441002613, -119.752441002613, -119.752441002613, -119.802441002613, -119.802441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6435,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,NA,0
"list(c(-119.752441002613, -119.702441002613, -119.702441002613, -119.752441002613, -119.752441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6436,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2024-ORPRD-000761,176661,NA,1857.91666666667
"list(c(-119.702441002613, -119.652441002613, -119.652441002613, -119.702441002613, -119.702441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6437,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2024-ORPRD-000761,176661,NA,1857.91666666667
"list(c(-119.652441002613, -119.602441002613, -119.602441002613, -119.652441002613, -119.652441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6438,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2024-ORPRD-000761,176661,NA,1857.91666666667
"list(c(-119.602441002613, -119.552441002613, -119.552441002613, -119.602441002613, -119.602441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6439,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2024-ORPRD-000761,176661,NA,1857.91666666667
"list(c(-119.552441002613, -119.502441002613, -119.502441002613, -119.552441002613, -119.552441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6440,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2024-ORPRD-000761,176661,NA,1857.91666666667
"list(c(-119.502441002613, -119.452441002613, -119.452441002613, -119.502441002613, -119.502441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6441,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2024-ORPRD-000761,176661,NA,1857.91666666667
"list(c(-119.452441002613, -119.402441002613, -119.402441002613, -119.452441002613, -119.452441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-119.402441002613, -119.352441002613, -119.352441002613, -119.402441002613, -119.402441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6443,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-119.352441002613, -119.302441002613, -119.302441002613, -119.352441002613, -119.352441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6444,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-119.302441002613, -119.252441002613, -119.252441002613, -119.302441002613, -119.302441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6445,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-119.252441002613, -119.202441002613, -119.202441002613, -119.252441002613, -119.252441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6446,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-119.202441002613, -119.152441002613, -119.152441002613, -119.202441002613, -119.202441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6447,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-119.152441002613, -119.102441002613, -119.102441002613, -119.152441002613, -119.152441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6448,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-119.102441002613, -119.052441002613, -119.052441002613, -119.102441002613, -119.102441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6449,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-119.052441002613, -119.002441002613, -119.002441002613, -119.052441002613, -119.052441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.002441002613, -118.952441002613, -118.952441002613, -119.002441002613, -119.002441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6451,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.952441002613, -118.902441002613, -118.902441002613, -118.952441002613, -118.952441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6452,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.902441002613, -118.852441002613, -118.852441002613, -118.902441002613, -118.902441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.852441002613, -118.802441002613, -118.802441002613, -118.852441002613, -118.852441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.802441002613, -118.752441002613, -118.752441002613, -118.802441002613, -118.802441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6455,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.752441002613, -118.702441002613, -118.702441002613, -118.752441002613, -118.752441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.702441002613, -118.652441002613, -118.652441002613, -118.702441002613, -118.702441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6457,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.652441002613, -118.602441002613, -118.602441002613, -118.652441002613, -118.652441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.602441002613, -118.552441002613, -118.552441002613, -118.602441002613, -118.602441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6459,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.552441002613, -118.502441002613, -118.502441002613, -118.552441002613, -118.552441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6460,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.502441002613, -118.452441002613, -118.452441002613, -118.502441002613, -118.502441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.452441002613, -118.402441002613, -118.402441002613, -118.452441002613, -118.452441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6462,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,2,2021-ORMAF-021300,22444.9,5,2504.9
"list(c(-118.402441002613, -118.352441002613, -118.352441002613, -118.402441002613, -118.402441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6463,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2021-ORMAF-021300,22444.9,5,2504.9
"list(c(-118.352441002613, -118.302441002613, -118.302441002613, -118.352441002613, -118.352441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6464,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2021-ORMAF-021300,22444.9,5,2504.9
"list(c(-118.302441002613, -118.252441002613, -118.252441002613, -118.302441002613, -118.302441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6465,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.252441002613, -118.202441002613, -118.202441002613, -118.252441002613, -118.252441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6466,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-118.202441002613, -118.152441002613, -118.152441002613, -118.202441002613, -118.202441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-ORVAD-000184,0.06,NA,805.95
"list(c(-118.152441002613, -118.102441002613, -118.102441002613, -118.152441002613, -118.152441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.102441002613, -118.052441002613, -118.052441002613, -118.102441002613, -118.102441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.052441002613, -118.002441002613, -118.002441002613, -118.052441002613, -118.052441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6470,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2021-ORVAD-000116,7.16,NA,2489.2
"list(c(-118.002441002613, -117.952441002613, -117.952441002613, -118.002441002613, -118.002441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-117.952441002613, -117.902441002613, -117.902441002613, -117.952441002613, -117.952441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-117.902441002613, -117.852441002613, -117.852441002613, -117.902441002613, -117.902441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6473,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORVAD-240128,2725.37,NA,1929.8
"list(c(-117.852441002613, -117.802441002613, -117.802441002613, -117.852441002613, -117.852441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6474,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORVAD-240128,2725.37,NA,1929.8
"list(c(-117.802441002613, -117.752441002613, -117.752441002613, -117.802441002613, -117.802441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-117.752441002613, -117.702441002613, -117.702441002613, -117.752441002613, -117.752441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6476,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORVAD-240129,133489,NA,1973.83333333333
"list(c(-117.702441002613, -117.652441002613, -117.652441002613, -117.702441002613, -117.702441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6477,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORVAD-240129,133489,NA,1973.83333333333
"list(c(-117.652441002613, -117.602441002613, -117.602441002613, -117.652441002613, -117.652441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6478,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORVAD-240129,133489,NA,1973.83333333333
"list(c(-117.602441002613, -117.552441002613, -117.552441002613, -117.602441002613, -117.602441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6479,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORVAD-240129,133489,NA,1973.83333333333
"list(c(-117.552441002613, -117.502441002613, -117.502441002613, -117.552441002613, -117.552441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6480,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORVAD-240129,133489,NA,1973.83333333333
"list(c(-117.502441002613, -117.452441002613, -117.452441002613, -117.502441002613, -117.502441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6481,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024-ORVAD-240129,133489,NA,1973.83333333333
"list(c(-117.452441002613, -117.402441002613, -117.402441002613, -117.452441002613, -117.452441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6482,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,"2024-ORVAD-240141, 2024-ORVAD-240141",294266,NA,4011.05
"list(c(-117.402441002613, -117.352441002613, -117.352441002613, -117.402441002613, -117.402441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6483,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-ORVAD-240141, 2022-ORVAD-000065, 2024-ORVAD-240141",294266,NA,4011.05
"list(c(-117.352441002613, -117.302441002613, -117.302441002613, -117.352441002613, -117.352441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6484,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-ORVAD-240141, 2022-ORVAD-000065, 2024-ORVAD-240141",294266,NA,4011.05
"list(c(-117.302441002613, -117.252441002613, -117.252441002613, -117.302441002613, -117.302441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6485,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-ORVAD-240141, 2022-ORVAD-000065, 2024-ORVAD-240141",294266,NA,4011.05
"list(c(-117.252441002613, -117.202441002613, -117.202441002613, -117.252441002613, -117.252441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6486,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024-ORVAD-240141, 2022-ORVAD-000065, 2024-ORVAD-240141, 2018-ORVAD-000042",294266,NA,4011.05
"list(c(-117.202441002613, -117.152441002613, -117.152441002613, -117.202441002613, -117.202441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6487,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-ORVAD-000065, 2024-ORVAD-240192",40306.1,NA,836.5
"list(c(-117.152441002613, -117.102441002613, -117.102441002613, -117.152441002613, -117.152441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6488,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2022-ORVAD-000065, 2022-ORVAD-000159, 2021-ORVAD-000232, 2023-ORVAD-230199, 2022-ORVAD-000141, 2022-ORVAD-000194",40306.1,NA,836.5
"list(c(-117.102441002613, -117.052441002613, -117.052441002613, -117.102441002613, -117.102441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-117.052441002613, -117.002441002613, -117.002441002613, -117.052441002613, -117.052441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-117.002441002613, -116.952441002613, -116.952441002613, -117.002441002613, -117.002441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6491,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,NA,0
"list(c(-116.952441002613, -116.902441002613, -116.902441002613, -116.952441002613, -116.952441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6492,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,NA,0
"list(c(-116.902441002613, -116.852441002613, -116.852441002613, -116.902441002613, -116.902441002613, 44.1426919995414, 44.1426919995414, 44.1926919995414, 44.1926919995414, 44.1426919995414))",6493,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,NA,0,NA,0
"list(c(-124.152441002613, -124.102441002613, -124.102441002613, -124.152441002613, -124.152441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6494,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,1,NA,0,NA,0
"list(c(-124.102441002613, -124.052441002613, -124.052441002613, -124.102441002613, -124.102441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6495,0,0,0,0,3,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,3,NA,0,NA,0
"list(c(-124.052441002613, -124.002441002613, -124.002441002613, -124.052441002613, -124.052441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6496,0,0,0,0,7,0,1,0,0,8,0,0,0,0,0,0,0,0,0,7,7,NA,0,NA,0
"list(c(-124.002441002613, -123.952441002613, -123.952441002613, -124.002441002613, -124.002441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6497,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,12,NA,0,NA,0
"list(c(-123.952441002613, -123.902441002613, -123.902441002613, -123.952441002613, -123.952441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.902441002613, -123.852441002613, -123.852441002613, -123.902441002613, -123.902441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.852441002613, -123.802441002613, -123.802441002613, -123.852441002613, -123.852441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.802441002613, -123.752441002613, -123.752441002613, -123.802441002613, -123.802441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.752441002613, -123.702441002613, -123.702441002613, -123.752441002613, -123.752441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.702441002613, -123.652441002613, -123.652441002613, -123.702441002613, -123.702441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.652441002613, -123.602441002613, -123.602441002613, -123.652441002613, -123.652441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6504,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,0
"list(c(-123.602441002613, -123.552441002613, -123.552441002613, -123.602441002613, -123.602441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.552441002613, -123.502441002613, -123.502441002613, -123.552441002613, -123.552441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.502441002613, -123.452441002613, -123.452441002613, -123.502441002613, -123.502441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6507,0,0,0,0,3,0,2,0,0,5,0,0,0,0,0,0,0,0,0,3,3,NA,0,NA,0
"list(c(-123.452441002613, -123.402441002613, -123.402441002613, -123.452441002613, -123.452441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.402441002613, -123.352441002613, -123.352441002613, -123.402441002613, -123.402441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6509,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,0
"list(c(-123.352441002613, -123.302441002613, -123.302441002613, -123.352441002613, -123.352441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6510,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-123.302441002613, -123.252441002613, -123.252441002613, -123.302441002613, -123.302441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6511,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,NA,0,NA,0
"list(c(-123.252441002613, -123.202441002613, -123.202441002613, -123.252441002613, -123.252441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6512,0,0,3,0,0,0,0,0,0,3,0,1,0,0,0,0,1,3,0,0,4,NA,0,NA,0
"list(c(-123.202441002613, -123.152441002613, -123.152441002613, -123.202441002613, -123.202441002613, 44.1926919995414, 44.1926919995414, 44.2426919995414, 44.2426919995414, 44.1926919995414))",6513,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,0,1,2,0,0,3,NA,0,NA,0
