geometry,index,is_indigenous,n_fires,n_quercus,n_xerophyllum,n_thuja,n_populus,n_rubus,n_pinus,n_salix,plant_sum,hist_pinus,hist_salix,hist_quercus,hist_populus,hist_thuja,sum_pinus,sum_salix,sum_quercus,sum_populus,sum_thuja,total_sum,fire_lst,max_acres,min_mgmt,max_duration
"list(c(-122.902441002613, -122.852441002613, -122.852441002613, -122.902441002613, -122.902441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",472,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,2,0,0,3,NA,0,NA,0
"list(c(-122.852441002613, -122.802441002613, -122.802441002613, -122.852441002613, -122.852441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",473,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.802441002613, -122.752441002613, -122.752441002613, -122.802441002613, -122.802441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",474,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.752441002613, -122.702441002613, -122.702441002613, -122.752441002613, -122.752441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",475,0,0,2,0,0,0,2,0,0,4,1,0,0,0,0,1,0,2,0,0,3,NA,0,NA,0
"list(c(-122.702441002613, -122.652441002613, -122.652441002613, -122.702441002613, -122.702441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",476,0,0,7,0,0,0,2,0,0,9,1,0,0,0,0,1,0,7,0,0,8,NA,0,NA,0
"list(c(-122.652441002613, -122.602441002613, -122.602441002613, -122.652441002613, -122.652441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",477,0,0,17,0,0,0,0,0,0,17,1,0,0,0,0,1,0,17,0,0,18,NA,0,NA,0
"list(c(-122.602441002613, -122.552441002613, -122.552441002613, -122.602441002613, -122.602441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",478,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,NA,0,NA,0
"list(c(-122.552441002613, -122.502441002613, -122.502441002613, -122.552441002613, -122.552441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",479,0,0,5,0,0,0,0,0,0,5,1,0,0,0,0,1,0,5,0,0,6,NA,0,NA,0
"list(c(-122.502441002613, -122.452441002613, -122.452441002613, -122.502441002613, -122.502441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",480,0,0,4,0,0,2,0,0,0,6,1,0,0,0,0,1,0,4,2,0,7,NA,0,NA,0
"list(c(-122.452441002613, -122.402441002613, -122.402441002613, -122.452441002613, -122.452441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",481,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.402441002613, -122.352441002613, -122.352441002613, -122.402441002613, -122.402441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",482,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.352441002613, -122.302441002613, -122.302441002613, -122.352441002613, -122.352441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",483,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.302441002613, -122.252441002613, -122.252441002613, -122.302441002613, -122.302441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.252441002613, -122.202441002613, -122.202441002613, -122.252441002613, -122.252441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.202441002613, -122.152441002613, -122.152441002613, -122.202441002613, -122.202441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",486,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.152441002613, -122.102441002613, -122.102441002613, -122.152441002613, -122.152441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",487,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.102441002613, -122.052441002613, -122.052441002613, -122.102441002613, -122.102441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",488,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.052441002613, -122.002441002613, -122.002441002613, -122.052441002613, -122.052441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",489,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-122.002441002613, -121.952441002613, -121.952441002613, -122.002441002613, -122.002441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",490,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.952441002613, -121.902441002613, -121.902441002613, -121.952441002613, -121.952441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",491,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.902441002613, -121.852441002613, -121.852441002613, -121.902441002613, -121.902441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",492,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2,NA,0,NA,0
"list(c(-121.852441002613, -121.802441002613, -121.802441002613, -121.852441002613, -121.852441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",493,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.802441002613, -121.752441002613, -121.752441002613, -121.802441002613, -121.802441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",494,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.752441002613, -121.702441002613, -121.702441002613, -121.752441002613, -121.752441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",495,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.702441002613, -121.652441002613, -121.652441002613, -121.702441002613, -121.702441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",496,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.652441002613, -121.602441002613, -121.602441002613, -121.652441002613, -121.652441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",497,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.602441002613, -121.552441002613, -121.552441002613, -121.602441002613, -121.602441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",498,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2022-ORLAD-220351,2639.25,4,2158.6
"list(c(-121.552441002613, -121.502441002613, -121.502441002613, -121.552441002613, -121.552441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",499,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2022-ORLAD-220351,2639.25,4,2158.6
"list(c(-121.502441002613, -121.452441002613, -121.452441002613, -121.502441002613, -121.502441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",500,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.452441002613, -121.402441002613, -121.402441002613, -121.452441002613, -121.452441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",501,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.402441002613, -121.352441002613, -121.352441002613, -121.402441002613, -121.402441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",502,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.352441002613, -121.302441002613, -121.302441002613, -121.352441002613, -121.352441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",503,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.302441002613, -121.252441002613, -121.252441002613, -121.302441002613, -121.302441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.252441002613, -121.202441002613, -121.202441002613, -121.252441002613, -121.252441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",505,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.202441002613, -121.152441002613, -121.152441002613, -121.202441002613, -121.202441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",506,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.152441002613, -121.102441002613, -121.102441002613, -121.152441002613, -121.152441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",507,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.102441002613, -121.052441002613, -121.052441002613, -121.102441002613, -121.102441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",508,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-121.052441002613, -121.002441002613, -121.002441002613, -121.052441002613, -121.052441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",509,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,2,NA,0,NA,0
"list(c(-121.002441002613, -120.952441002613, -120.952441002613, -121.002441002613, -121.002441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",510,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.952441002613, -120.902441002613, -120.902441002613, -120.952441002613, -120.952441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",511,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.902441002613, -120.852441002613, -120.852441002613, -120.902441002613, -120.902441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",512,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.852441002613, -120.802441002613, -120.802441002613, -120.852441002613, -120.852441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",513,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.802441002613, -120.752441002613, -120.752441002613, -120.802441002613, -120.802441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",514,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.752441002613, -120.702441002613, -120.702441002613, -120.752441002613, -120.752441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",515,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.702441002613, -120.652441002613, -120.652441002613, -120.702441002613, -120.702441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.652441002613, -120.602441002613, -120.602441002613, -120.652441002613, -120.652441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",517,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2021-ORFWF-210419,8929.56,3,3716.68333333333
"list(c(-120.602441002613, -120.552441002613, -120.552441002613, -120.602441002613, -120.602441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",518,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2021-ORFWF-210419,8929.56,3,3716.68333333333
"list(c(-120.552441002613, -120.502441002613, -120.502441002613, -120.552441002613, -120.552441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.502441002613, -120.452441002613, -120.452441002613, -120.502441002613, -120.502441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.452441002613, -120.402441002613, -120.402441002613, -120.452441002613, -120.452441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.402441002613, -120.352441002613, -120.352441002613, -120.402441002613, -120.402441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.352441002613, -120.302441002613, -120.302441002613, -120.352441002613, -120.352441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",523,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.302441002613, -120.252441002613, -120.252441002613, -120.302441002613, -120.302441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",524,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.252441002613, -120.202441002613, -120.202441002613, -120.252441002613, -120.252441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",525,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.202441002613, -120.152441002613, -120.152441002613, -120.202441002613, -120.202441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",526,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.152441002613, -120.102441002613, -120.102441002613, -120.152441002613, -120.152441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",527,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-120.102441002613, -120.052441002613, -120.052441002613, -120.102441002613, -120.102441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.052441002613, -120.002441002613, -120.002441002613, -120.052441002613, -120.052441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-120.002441002613, -119.952441002613, -119.952441002613, -120.002441002613, -120.002441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.952441002613, -119.902441002613, -119.902441002613, -119.952441002613, -119.952441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",531,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,NA,0,NA,0
"list(c(-119.902441002613, -119.852441002613, -119.852441002613, -119.902441002613, -119.902441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.852441002613, -119.802441002613, -119.802441002613, -119.852441002613, -119.852441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.802441002613, -119.752441002613, -119.752441002613, -119.802441002613, -119.802441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.752441002613, -119.702441002613, -119.702441002613, -119.752441002613, -119.752441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.702441002613, -119.652441002613, -119.652441002613, -119.702441002613, -119.702441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.652441002613, -119.602441002613, -119.602441002613, -119.652441002613, -119.652441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.602441002613, -119.552441002613, -119.552441002613, -119.602441002613, -119.602441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.552441002613, -119.502441002613, -119.502441002613, -119.552441002613, -119.552441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.502441002613, -119.452441002613, -119.452441002613, -119.502441002613, -119.502441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.452441002613, -119.402441002613, -119.402441002613, -119.452441002613, -119.452441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.402441002613, -119.352441002613, -119.352441002613, -119.402441002613, -119.402441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.352441002613, -119.302441002613, -119.302441002613, -119.352441002613, -119.352441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.302441002613, -119.252441002613, -119.252441002613, -119.302441002613, -119.302441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.252441002613, -119.202441002613, -119.202441002613, -119.252441002613, -119.252441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.202441002613, -119.152441002613, -119.152441002613, -119.202441002613, -119.202441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.152441002613, -119.102441002613, -119.102441002613, -119.152441002613, -119.152441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.102441002613, -119.052441002613, -119.052441002613, -119.102441002613, -119.102441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-119.052441002613, -119.002441002613, -119.002441002613, -119.052441002613, -119.052441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",549,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020-ORBUD-002088,76.1,4,1435.81666666667
"list(c(-119.002441002613, -118.952441002613, -118.952441002613, -119.002441002613, -119.002441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.952441002613, -118.902441002613, -118.902441002613, -118.952441002613, -118.952441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.902441002613, -118.852441002613, -118.852441002613, -118.902441002613, -118.902441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.852441002613, -118.802441002613, -118.802441002613, -118.852441002613, -118.852441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.802441002613, -118.752441002613, -118.752441002613, -118.802441002613, -118.802441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.752441002613, -118.702441002613, -118.702441002613, -118.752441002613, -118.752441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.702441002613, -118.652441002613, -118.652441002613, -118.702441002613, -118.702441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.652441002613, -118.602441002613, -118.602441002613, -118.652441002613, -118.652441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",557,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,"2017-ORBUD-007058, 2017-ORBUD-007058",4410.98,NA,2030.18305555556
"list(c(-118.602441002613, -118.552441002613, -118.552441002613, -118.602441002613, -118.602441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.552441002613, -118.502441002613, -118.502441002613, -118.552441002613, -118.552441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.502441002613, -118.452441002613, -118.452441002613, -118.502441002613, -118.502441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.452441002613, -118.402441002613, -118.402441002613, -118.452441002613, -118.452441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.402441002613, -118.352441002613, -118.352441002613, -118.402441002613, -118.402441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",562,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,NA,0,NA,0
"list(c(-118.352441002613, -118.302441002613, -118.302441002613, -118.352441002613, -118.352441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",563,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,NA,0,NA,0
"list(c(-118.302441002613, -118.252441002613, -118.252441002613, -118.302441002613, -118.302441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
"list(c(-118.252441002613, -118.202441002613, -118.202441002613, -118.252441002613, -118.252441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,NA,0
