UNQE_FIRE_,Calculated.Acres,Containment.Date.Time,Control.Date.Time,Fire.Mgmt.Complexity,FireOutDateTime,Incident.Type.Category,AcresTribal,Calendar.Year,GIS_ACRES,FIRE_YEAR_,is_ifph,is_inform
2011-ORLAD-629317,0.3,NA,2011-09-16,NA,2011-09-24,WF,0,2011,NA,NA,FALSE,TRUE
2011-ORLAD-628630,0.1,NA,2011-09-12,NA,2011-09-17,WF,0,2011,NA,NA,FALSE,TRUE
2011-ORLAD-628633,0.1,NA,2011-09-14,NA,2011-09-19,WF,0,2011,NA,NA,FALSE,TRUE
2011-ORLAD-629364,0.1,NA,2011-09-24,NA,2011-10-01,WF,0,2011,NA,NA,FALSE,TRUE
2011-ORLAD-632776,0.5,NA,2011-07-12,NA,2011-07-20,WF,0,2011,NA,NA,FALSE,TRUE
2011-ORLAD-631913,0.4,NA,2011-09-15,NA,2011-09-19,WF,0,2011,NA,NA,FALSE,TRUE
2012-ORLAD-641418,0.1,NA,2012-07-18,NA,2012-08-04,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-641419,0.1,NA,2012-07-18,NA,2012-07-23,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-641313,0.1,NA,2012-07-19,NA,2012-08-04,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-641315,0.1,NA,2012-07-22,NA,2012-07-31,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-647013,858,NA,2012-08-14,NA,2012-09-26,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-642318,58,NA,2012-08-01,NA,2012-08-14,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-641312,0.1,NA,2012-07-19,NA,2012-08-04,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-641311,0.1,NA,2012-07-19,NA,2012-07-29,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-649062,21546,NA,2012-09-25,NA,2012-11-09,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-642322,0.1,NA,2012-08-06,NA,2012-08-11,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-643054,0.1,NA,2012-08-03,NA,2012-08-08,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-642330,0.1,NA,2012-08-06,NA,2012-08-11,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-650374,0.1,NA,2012-08-08,NA,2012-08-15,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-647037,0.3,NA,2012-09-17,NA,2012-09-21,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-648839,0.5,NA,2012-09-06,NA,2012-09-15,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-650534,0.2,NA,2012-10-07,NA,2012-10-13,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-638060,0.5,NA,2012-05-08,NA,2012-05-14,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-636481,0.1,NA,2012-05-22,NA,2012-05-25,WF,0,2012,NA,NA,FALSE,TRUE
2012-ORLAD-648833,0.4,NA,2012-08-18,NA,2012-08-24,WF,0,2012,NA,NA,FALSE,TRUE
2013-ORLAD-658129,0.1,NA,2013-08-02,NA,2013-08-05,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659126,0.1,NA,2013-08-07,NA,2013-08-12,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-661290,2.8,NA,2013-09-01,NA,2013-11-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-654623,0.1,NA,2013-03-27,NA,2013-04-02,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-654246,0.1,NA,2013-05-09,NA,2013-06-06,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-654245,0.1,NA,2013-05-22,NA,2013-06-06,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-654646,0.1,NA,2013-05-13,NA,2013-06-21,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-657484,0.1,NA,2013-07-03,NA,2013-07-13,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-658785,0.1,NA,2013-07-03,NA,2013-07-13,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-656392,0.1,NA,2013-07-01,NA,2013-07-07,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-656839,0.1,NA,2013-07-06,NA,2013-07-14,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-656389,0.1,NA,2013-07-09,NA,2013-07-10,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-657485,0.1,NA,2013-07-08,NA,2013-07-17,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-658179,0.6,NA,2013-07-08,NA,2013-07-25,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659118,0.3,NA,2013-07-08,NA,2013-08-02,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659117,0.1,NA,2013-07-08,NA,2013-08-02,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660258,0.1,NA,2013-08-12,NA,2013-08-27,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659554,0.1,NA,2013-07-31,NA,2013-08-04,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660245,0.1,NA,2013-07-27,NA,2013-08-20,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-658402,1,NA,2013-07-29,NA,2013-08-05,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659556,0.1,NA,2013-07-28,NA,2013-08-04,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659319,0.1,NA,2013-08-08,NA,2013-08-13,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659330,0.1,NA,2013-08-08,NA,2013-08-13,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660247,0.1,NA,2013-08-02,NA,2013-08-20,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659115,0.1,NA,2013-08-02,NA,2013-08-17,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660253,0.1,NA,2013-08-02,NA,2013-08-20,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660242,0.1,NA,2013-08-02,NA,2013-08-20,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-663228,0.2,NA,2013-08-02,NA,2013-08-19,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660240,0.1,NA,2013-08-03,NA,2013-08-29,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660672,0.1,NA,2013-08-03,NA,2013-09-03,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659669,0.1,NA,2013-08-11,NA,2013-08-20,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-662823,0.1,NA,2013-08-13,NA,2013-09-09,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-658788,0.1,NA,2013-08-07,NA,2013-08-13,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-659051,0.3,NA,2013-08-08,NA,2013-08-16,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-658589,0.1,NA,2013-08-07,NA,2013-08-12,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-658666,0.3,NA,2013-08-08,NA,2013-08-14,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-658664,0.1,NA,2013-08-07,NA,2013-08-12,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-662808,0.4,NA,2013-08-15,NA,2013-09-17,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-661794,0.1,NA,2013-08-16,NA,2013-09-07,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660188,0.1,NA,2013-08-22,NA,2013-08-27,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660666,0.3,NA,2013-08-22,NA,2013-09-03,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-663216,0.1,NA,2013-08-23,NA,2013-09-01,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-663221,0.1,NA,2013-08-23,NA,2013-10-04,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-662532,138,NA,2013-08-28,NA,2013-09-19,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-662273,0.1,NA,2013-08-29,NA,2013-09-04,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660418,0.6,NA,2013-08-23,NA,2013-08-26,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660333,0.1,NA,2013-08-23,NA,2013-08-28,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-660179,0.1,NA,2013-08-23,NA,2013-08-27,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-664496,0.1,NA,2013-08-26,NA,2013-08-28,WF,0,2013,NA,NA,FALSE,TRUE
2013-ORLAD-662346,0.4,NA,2013-09-09,NA,2013-09-17,WF,0,2013,NA,NA,FALSE,TRUE
2014-ORLAD-665584,0.1,NA,2014-02-23,NA,2014-02-24,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-667923,2.1,NA,2014-05-23,NA,2014-06-02,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-669437,0.1,NA,2014-07-03,NA,2014-07-08,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-669438,0.1,NA,2014-07-03,NA,2014-07-08,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-669441,0.1,NA,2014-07-03,NA,2014-07-08,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-669442,0.1,NA,2014-07-04,NA,2014-07-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670417,5.3,NA,2014-07-07,NA,2014-07-20,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-669735,0.1,NA,2014-07-04,NA,2014-07-17,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-669444,0.1,NA,2014-07-03,NA,2014-07-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-669446,0.1,NA,2014-07-03,NA,2014-07-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-669432,0.1,NA,2014-07-03,NA,2014-07-08,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670738,0.1,NA,2014-07-11,NA,2014-07-16,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-669734,0.1,NA,2014-07-11,NA,2014-07-15,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670732,0.1,NA,2014-07-23,NA,2014-07-30,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670420,0.1,NA,2014-07-23,NA,2014-07-27,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670412,0.1,NA,2014-07-23,NA,2014-07-27,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670422,0.1,NA,2014-07-23,NA,2014-07-29,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670519,0.1,NA,2014-07-23,NA,2014-07-30,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670426,0.1,NA,2014-07-23,NA,2014-07-30,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-674717,225,NA,2014-07-18,NA,2014-10-18,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670964,0.7,NA,2014-08-02,NA,2014-08-08,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671327,0.1,NA,2014-08-01,NA,2014-08-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670408,0.1,NA,2014-07-23,NA,2014-07-29,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670378,0.1,NA,2014-07-23,NA,2014-07-29,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671321,0.1,NA,2014-07-23,NA,2014-08-03,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671335,0.1,NA,2014-07-23,NA,2014-07-29,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670427,0.1,NA,2014-07-24,NA,2014-07-31,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-670659,0.1,NA,2014-07-27,NA,2014-08-04,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671346,0.1,NA,2014-07-30,NA,2014-08-04,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671351,0.1,NA,2014-07-30,NA,2014-08-04,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671325,0.1,NA,2014-07-30,NA,2014-08-04,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671329,0.1,NA,2014-08-02,NA,2014-08-05,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-673632,105,NA,2014-08-25,NA,2014-09-23,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671326,0.1,NA,2014-08-01,NA,2014-08-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671349,0.1,NA,2014-08-01,NA,2014-08-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671333,0.3,NA,2014-08-01,NA,2014-08-11,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671348,0.3,NA,2014-08-01,NA,2014-08-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671328,0.1,NA,2014-08-02,NA,2014-08-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671330,0.1,NA,2014-08-02,NA,2014-08-11,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671777,0.1,NA,2014-08-11,NA,2014-08-20,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671774,0.3,NA,2014-08-13,NA,2014-08-19,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671779,0.1,NA,2014-08-12,NA,2014-08-20,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671429,0.1,NA,2014-08-13,NA,2014-08-17,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-672713,0.1,NA,2014-08-13,NA,2014-09-05,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-673033,7,NA,2014-08-20,NA,2014-09-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671775,1.3,NA,2014-08-13,NA,2014-08-19,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671426,0.1,NA,2014-08-11,NA,2014-08-17,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671415,0.1,NA,2014-08-12,NA,2014-08-18,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671431,0.1,NA,2014-08-12,NA,2014-08-17,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671433,0.1,NA,2014-08-11,NA,2014-08-17,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671778,0.1,NA,2014-08-11,NA,2014-08-20,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671425,0.1,NA,2014-08-11,NA,2014-08-17,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671414,0.1,NA,2014-08-13,NA,2014-08-18,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-673390,0.1,NA,2014-08-18,NA,2014-09-21,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671648,0.8,NA,2014-08-06,NA,2014-08-10,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671990,0.1,NA,2014-08-06,NA,2014-08-13,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-671989,0.1,NA,2014-08-01,NA,2014-08-07,WF,0,2014,NA,NA,FALSE,TRUE
2014-ORLAD-672480,0.1,NA,2014-08-15,NA,2014-08-23,WF,0,2014,NA,NA,FALSE,TRUE
2015-ORLAD-682961,0.1,NA,2015-08-04,NA,2015-08-13,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682098,0.1,NA,2015-07-22,NA,2015-07-23,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-686430,0.4,NA,2015-08-01,NA,2015-08-08,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-683266,0.1,NA,2015-08-03,NA,2015-08-21,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-683789,0.1,NA,2015-08-04,NA,2015-09-02,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-684747,0.1,NA,2015-08-07,NA,2015-09-20,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682749,0.1,NA,2015-08-04,NA,2015-08-09,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682741,0.1,NA,2015-08-04,NA,2015-08-07,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682745,0.1,NA,2015-08-04,NA,2015-08-09,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682734,0.1,NA,2015-08-04,NA,2015-08-09,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682738,0.1,NA,2015-08-04,NA,2015-08-07,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682744,0.1,NA,2015-08-05,NA,2015-08-07,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682746,0.1,NA,2015-08-05,NA,2015-08-07,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-684531,0.1,NA,2015-09-05,NA,2015-09-09,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-686421,0.1,NA,2015-08-05,NA,2015-08-11,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-686469,0.1,NA,2015-07-21,NA,2015-07-27,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-686482,0.3,NA,2015-10-04,NA,2015-10-14,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682155,0.1,NA,2015-07-27,NA,2015-08-01,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-679656,0.1,NA,2015-05-26,NA,2015-05-30,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681566,0.1,NA,2015-05-26,NA,2015-07-11,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681897,0.1,NA,2015-07-08,NA,2015-07-13,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-679905,0.1,NA,2015-06-09,NA,2015-06-20,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-679908,0.1,NA,2015-06-09,NA,2015-06-13,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-679378,44,NA,2015-06-16,NA,2015-06-18,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-679645,0.1,NA,2015-06-11,NA,2015-06-13,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-680262,0.1,NA,2015-06-29,NA,2015-07-02,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682122,0.1,NA,2015-07-06,NA,2015-07-20,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682095,0.1,NA,2015-07-07,NA,2015-07-16,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682472,0.1,NA,2015-07-05,NA,2015-08-05,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681561,0.1,NA,2015-07-07,NA,2015-07-17,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681559,0.1,NA,2015-07-06,NA,2015-07-08,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681903,0.5,NA,2015-07-06,NA,2015-07-24,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682120,0.1,NA,2015-07-18,NA,2015-07-25,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-684823,3.5,NA,2015-07-25,NA,2015-09-04,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682918,0.1,NA,2015-07-24,NA,2015-07-31,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682158,0.1,NA,2015-07-27,NA,2015-08-01,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-684748,0.1,NA,2015-07-30,NA,2015-09-20,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-686490,2.5,NA,2015-07-28,NA,2015-09-18,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681904,0.1,NA,2015-07-22,NA,2015-07-24,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681901,0.1,NA,2015-07-22,NA,2015-07-24,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681899,0.1,NA,2015-07-22,NA,2015-07-24,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-682161,0.1,NA,2015-07-22,NA,2015-08-01,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681959,0.1,NA,2015-07-23,NA,2015-07-30,WF,0,2015,NA,NA,FALSE,TRUE
2015-ORLAD-681702,0.1,NA,2015-07-23,NA,2015-07-24,WF,0,2015,NA,NA,FALSE,TRUE
2016-ORLAD-000151,0.1,2016-06-08,2016-06-08,NA,2016-06-15,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000214,27,2016-08-05,2016-08-05,NA,2016-08-12,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000223,0.3,2016-08-06,2016-08-06,NA,2016-08-14,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000226,0.1,2016-08-06,2016-08-06,NA,2016-08-17,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000228,0.1,2016-08-06,2016-08-06,NA,2016-08-11,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000232,0.1,2016-08-06,2016-08-06,NA,2016-08-17,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000235,0.1,2016-08-06,2016-08-06,NA,2016-08-11,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000239,0.1,2016-08-06,2016-08-06,NA,2016-08-09,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000241,0.1,2016-08-06,2016-08-06,NA,2016-08-11,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000283,0.4,2016-08-24,2016-08-24,NA,2016-08-30,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000292,0.1,2016-08-30,2016-08-31,NA,2016-09-07,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000293,0.1,2016-08-30,2016-08-30,NA,2016-09-10,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000310,0.2,2016-09-12,2016-09-13,NA,2016-09-17,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000322,0.1,2016-09-25,2016-09-25,NA,2016-09-27,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000341,0.1,2016-10-07,2016-10-07,NA,2016-10-08,WF,0,2016,NA,NA,FALSE,TRUE
2016-ORLAD-000344,5.2,2016-10-11,2016-10-11,NA,2016-10-28,WF,0,2016,NA,NA,FALSE,TRUE
2017-ORLAD-000118,0.1,2017-05-26,2017-05-26,NA,2017-07-16,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000125,0.1,2017-05-28,2017-05-28,NA,2017-05-31,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000147,0.1,2017-06-09,2017-06-09,NA,2017-06-14,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000166,0.3,2017-06-24,2017-06-30,NA,2017-07-01,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000194,194,2017-07-01,2017-07-16,NA,2017-08-06,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000196,12.5,2017-06-28,2017-06-28,NA,2017-07-16,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000214,0.1,2017-06-28,2017-06-28,NA,2017-07-05,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000233,346,2017-07-07,2017-08-06,NA,2017-08-12,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000234,0.5,2017-07-07,2017-07-11,NA,2017-07-13,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000248,848,2017-07-15,2017-07-17,NA,2017-07-28,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000252,0.2,2017-07-13,2017-07-13,NA,2017-07-18,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000279,183.5,2017-07-25,2017-07-28,NA,2017-08-11,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000296,0.5,2017-07-30,2017-07-30,NA,2017-08-09,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000298,0.1,2017-07-25,2017-07-25,NA,2017-10-01,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000300,0.3,2017-07-25,2017-07-25,NA,2017-08-03,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000301,0.1,2017-07-25,2017-07-25,NA,2017-08-03,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000302,0.1,2017-07-28,2017-07-28,NA,2017-08-03,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000308,657,2017-07-26,2017-08-08,NA,2017-08-09,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000315,73,2017-07-27,2017-08-04,NA,2017-08-10,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000316,0.1,2017-07-25,2017-07-26,NA,2017-07-30,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000318,0.1,2017-07-25,2017-07-25,NA,2017-07-30,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000320,0.1,2017-07-27,2017-07-27,NA,2017-08-02,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000348,0.1,2017-07-25,2017-07-26,NA,2017-07-30,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000367,12.3,2017-07-29,2017-07-31,NA,2017-08-09,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000376,0.1,2017-07-26,2017-07-30,NA,2017-07-31,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000405,0.3,2017-07-26,2017-07-26,NA,2017-09-25,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000407,1.7,2017-07-26,2017-08-24,NA,2017-08-25,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000423,10,2017-08-05,2017-08-07,NA,2017-08-26,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000433,0.1,2017-07-27,2017-07-27,NA,2017-08-06,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000442,0.1,2017-07-28,2017-07-28,NA,2017-08-01,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000464,2,2017-08-02,2017-08-05,NA,2017-08-17,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000502,2.2,2017-10-10,2017-10-10,NA,2017-10-11,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000503,0.3,2017-08-10,2017-08-10,NA,2017-08-13,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000505,0.1,2017-08-10,2017-08-11,NA,2017-08-18,WF,0,2017,NA,NA,FALSE,TRUE
2017-ORLAD-000510,0.1,2017-08-10,2017-08-11,NA,2017-08-17,WF,0,2017,NA,NA,FALSE,TRUE
