geometry,index,is_indigenous,n_fires_mp,n_fires_pt,n_fires_tot,fire_lst,fire_lstmp,max_acresmp,min_mgmtmp,max_durationmp,fire_lstpt,max_acrespt,min_mgmtpt,max_durationpt,max_acres_tribal,max_acres,min_mgmt,max_duration,max_size_class,n_rx_mp,n_rx_pt,n_rx_tot,rx_lst,rx_lstmp,rx_max_acresmp,rx_min_mgmtmp,rx_max_durationmp,rx_lstpt,rx_max_acrespt,rx_min_mgmtpt,rx_max_durationpt,rx_max_acres_tribal,rx_max_acres,rx_min_mgmt,rx_max_duration,rx_max_size_class,n_quercus,n_xerophyllum,n_thuja,n_populus,n_rubus,n_pinus,n_salix,plant_sum,hist_pinus,hist_salix,hist_quercus,hist_populus,hist_thuja,sum_pinus,sum_salix,sum_quercus,sum_populus,sum_thuja,total_plant_sum
"list(c(-117.358167275567, -117.298674987835, -117.311038794511, -117.370569880624, -117.358167275567, 41.9475411353158, 41.9570010830376, 42.0007371389643, 41.9912688086326, 41.9475411353158))",1,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.298674987835, -117.239167475303, -117.251492436504, -117.311038794511, -117.298674987835, 41.9570010830376, 41.9664291263784, 42.010173539951, 42.0007371389643, 41.9570010830376))",2,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.239167475303, -117.179644779124, -117.191930847862, -117.251492436504, -117.239167475303, 41.9664291263784, 41.975825251391, 42.0195779976013, 42.010173539951, 41.9664291263784))",3,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.179644779124, -117.120106940566, -117.132354069962, -117.191930847862, -117.179644779124, 41.975825251391, 41.9851894441627, 42.0289504979591, 42.0195779976013, 41.975825251391))",4,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.120106940566, -117.060554001019, -117.072762144305, -117.132354069962, -117.120106940566, 41.9851894441627, 41.994521690816, 42.0382910271028, 42.0289504979591, 41.9851894441627))",5,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.060554001019, -117.00098600199, -117.013155112508, -117.072762144305, -117.060554001019, 41.994521690816, 42.0038219775079, 42.047599571146, 42.0382910271028, 41.994521690816))",6,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.608540685177, -117.549071096818, -117.561614771625, -117.62112303732, -117.608540685177, 41.9530764748863, 41.9626723819967, 42.0063719036997, 41.9967674978026, 41.9530764748863))",7,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.549071096818, -117.489586072735, -117.502091022513, -117.561614771625, -117.549071096818, 41.9626723819967, 41.9722364160714, 42.0159444117332, 42.0063719036997, 41.9626723819967))",8,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.489586072735, -117.430085653705, -117.442551830866, -117.502091022513, -117.489586072735, 41.9722364160714, 41.9817685629815, 42.0254850077299, 42.0159444117332, 41.9722364160714))",9,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.430085653705, -117.370569880624, -117.382997237688, -117.442551830866, -117.430085653705, 41.9817685629815, 41.9912688086326, 42.0349936775509, 42.0254850077299, 41.9817685629815))",10,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.370569880624, -117.311038794511, -117.323427284106, -117.382997237688, -117.370569880624, 41.9912688086326, 42.0007371389643, 42.0444704070917, 42.0349936775509, 41.9912688086326))",11,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.311038794511, -117.251492436504, -117.263842011365, -117.323427284106, -117.311038794511, 42.0007371389643, 42.010173539951, 42.0539151822823, 42.0444704070917, 42.0007371389643))",12,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.251492436504, -117.191930847862, -117.204241460833, -117.263842011365, -117.251492436504, 42.010173539951, 42.0195779976013, 42.0633279890876, 42.0539151822823, 42.010173539951))",13,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.191930847862, -117.132354069962, -117.144625673998, -117.204241460833, -117.191930847862, 42.0195779976013, 42.0289504979591, 42.0727088135071, 42.0633279890876, 42.0195779976013))",14,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.132354069962, -117.072762144305, -117.084994692467, -117.144625673998, -117.132354069962, 42.0289504979591, 42.0382910271028, 42.0820576415755, 42.0727088135071, 42.0289504979591))",15,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.072762144305, -117.013155112508, -117.02534855797, -117.084994692467, -117.072762144305, 42.0382910271028, 42.047599571146, 42.0913744593625, 42.0820576415755, 42.0382910271028))",16,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.918430692149, -117.859000452524, -117.871762400581, -117.93123114519, -117.918430692149, 41.948267498809, 41.9580311802352, 42.0016850213873, 41.9919127006992, 41.948267498809))",17,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.859000452524, -117.799554526894, -117.812277921576, -117.871762400581, -117.859000452524, 41.9580311802352, 41.9677630351735, 42.0114254909435, 42.0016850213873, 41.9580311802352))",18,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.799554526894, -117.740092955533, -117.752777748554, -117.812277921576, -117.799554526894, 41.9677630351735, 41.9774630492811, 42.0211340949799, 42.0114254909435, 41.9677630351735))",19,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.740092955533, -117.680615778836, -117.693261922014, -117.752777748554, -117.740092955533, 41.9774630492811, 41.9871312082493, 42.0308108191428, 42.0211340949799, 41.9774630492811))",20,1,2,1,3,"2024-ORVAC-240111, 2024-ORVAC-240110, 2021-ORVAD-000167","2024-ORVAC-240111, 2024-ORVAC-240110",0.24,NA,NA,2021-ORVAD-000167,0.25,NA,646.9666666666667,0,0.25,Inf,646.9666666666667,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.680615778836, -117.62112303732, -117.633730482579, -117.693261922014, -117.680615778836, 41.9871312082493, 41.9967674978026, 42.040455649112, 42.0308108191428, 41.9871312082493))",21,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.62112303732, -117.561614771625, -117.574183470995, -117.633730482579, -117.62112303732, 41.9967674978026, 42.0063719036997, 42.0500685706014, 42.040455649112, 41.9967674978026))",22,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.561614771625, -117.502091022513, -117.514620928128, -117.574183470995, -117.561614771625, 42.0063719036997, 42.0159444117332, 42.0596495693589, 42.0500685706014, 42.0063719036997))",23,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.502091022513, -117.442551830866, -117.455042894969, -117.514620928128, -117.502091022513, 42.0159444117332, 42.0254850077299, 42.0691986311668, 42.0596495693589, 42.0159444117332))",24,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.442551830866, -117.382997237688, -117.395449412629, -117.455042894969, -117.442551830866, 42.0254850077299, 42.0349936775509, 42.0787157418415, 42.0691986311668, 42.0254850077299))",25,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.382997237688, -117.323427284106, -117.335840522341, -117.395449412629, -117.382997237688, 42.0349936775509, 42.0444704070917, 42.0882008872343, 42.0787157418415, 42.0349936775509))",26,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.323427284106, -117.263842011365, -117.27621626546, -117.335840522341, -117.323427284106, 42.0444704070917, 42.0539151822823, 42.0976540532309, 42.0882008872343, 42.0444704070917))",27,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.263842011365, -117.204241460833, -117.216576683463, -117.27621626546, -117.263842011365, 42.0539151822823, 42.0633279890876, 42.1070752257517, 42.0976540532309, 42.0539151822823))",28,0,0,1,1,2019-ORVAD-000099,NA,0,NA,0,2019-ORVAD-000099,31,NA,369.94972222222225,0,31,Inf,369.94972222222225,Class C,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.204241460833, -117.144625673998, -117.156921817946, -117.216576683463, -117.204241460833, 42.0633279890876, 42.0727088135071, 42.1164643907523, 42.1070752257517, 42.0633279890876))",29,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.144625673998, -117.084994692467, -117.097251710628, -117.156921817946, -117.144625673998, 42.0727088135071, 42.0820576415755, 42.1258215342232, 42.1164643907523, 42.0727088135071))",30,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.084994692467, -117.02534855797, -117.037566403347, -117.097251710628, -117.084994692467, 42.0820576415755, 42.0913744593625, 42.1351466421902, 42.1258215342232, 42.0820576415755))",31,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.02534855797, -116.965687312353, -116.977865938062, -117.037566403347, -117.02534855797, 42.0913744593625, 42.1006592529731, 42.1444397007144, 42.1351466421902, 42.0913744593625))",32,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.168947976446, -118.109542570724, -118.122483950531, -118.181927733787, -118.168947976446, 41.9525051955487, 41.9624047762205, 42.0060209046351, 41.9961125693697, 41.9525051955487))",33,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.109542570724, -118.050121270331, -118.063024223629, -118.122483950531, -118.109542570724, 41.9624047762205, 41.9722725636446, 42.0158974221504, 42.0060209046351, 41.9624047762205))",34,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.050121270331, -117.990684115151, -118.003548593065, -118.063024223629, -118.050121270331, 41.9722725636446, 41.9821085433001, 42.0257421073494, 42.0158974221504, 41.9722725636446))",35,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.990684115151, -117.93123114519, -117.944057098952, -118.003548593065, -117.990684115151, 41.9821085433001, 41.9919127006992, 42.0355549456987, 42.0257421073494, 41.9821085433001))",36,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.93123114519, -117.871762400581, -117.884549781521, -117.944057098952, -117.93123114519, 41.9919127006992, 42.0016850213873, 42.0453359226986, 42.0355549456987, 41.9919127006992))",37,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.871762400581, -117.812277921576, -117.825026681133, -117.884549781521, -117.871762400581, 42.0016850213873, 42.0114254909435, 42.0550850238827, 42.0453359226986, 42.0016850213873))",38,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.812277921576, -117.752777748554, -117.765487838267, -117.825026681133, -117.812277921576, 42.0114254909435, 42.0211340949799, 42.0648022348182, 42.0550850238827, 42.0114254909435))",39,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.752777748554, -117.693261922014, -117.70593329353, -117.765487838267, -117.752777748554, 42.0211340949799, 42.0308108191428, 42.0744875411061, 42.0648022348182, 42.0211340949799))",40,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.693261922014, -117.633730482579, -117.646363087649, -117.70593329353, -117.693261922014, 42.0308108191428, 42.040455649112, 42.0841409283813, 42.0744875411061, 42.0308108191428))",41,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.633730482579, -117.574183470995, -117.586777261476, -117.646363087649, -117.633730482579, 42.040455649112, 42.0500685706014, 42.0937623823128, 42.0841409283813, 42.040455649112))",42,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.574183470995, -117.514620928128, -117.527175855983, -117.586777261476, -117.574183470995, 42.0500685706014, 42.0596495693589, 42.1033518886037, 42.0937623823128, 42.0500685706014))",43,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.514620928128, -117.455042894969, -117.46755891227, -117.527175855983, -117.514620928128, 42.0596495693589, 42.0691986311668, 42.1129094329915, 42.1033518886037, 42.0596495693589))",44,1,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.455042894969, -117.395449412629, -117.407926471553, -117.46755891227, -117.455042894969, 42.0691986311668, 42.0787157418415, 42.122435001248, 42.1129094329915, 42.0691986311668))",45,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.395449412629, -117.335840522341, -117.348278575176, -117.407926471553, -117.395449412629, 42.0787157418415, 42.0882008872343, 42.1319285791798, 42.122435001248, 42.0787157418415))",46,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.335840522341, -117.27621626546, -117.2886152646, -117.348278575176, -117.335840522341, 42.0882008872343, 42.0976540532309, 42.1413901526281, 42.1319285791798, 42.0882008872343))",47,0,1,0,1,2020-ORVAD-000154,2020-ORVAD-000154,530.97,4,1294.9166666666667,NA,0,NA,0,0,530.97,4,1294.9166666666667,Class E,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.27621626546, -117.216576683463, -117.228936581412, -117.2886152646, -117.27621626546, 42.0976540532309, 42.1070752257517, 42.1508197074691, 42.1413901526281, 42.0976540532309))",48,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.216576683463, -117.156921817946, -117.169242567318, -117.228936581412, -117.216576683463, 42.1070752257517, 42.1164643907523, 42.1602172296139, 42.1508197074691, 42.1070752257517))",49,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.156921817946, -117.097251710628, -117.109533264147, -117.169242567318, -117.156921817946, 42.1164643907523, 42.1258215342232, 42.1695827050089, 42.1602172296139, 42.1164643907523))",50,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.097251710628, -117.037566403347, -117.049808713848, -117.109533264147, -117.097251710628, 42.1258215342232, 42.1351466421902, 42.1789161196356, 42.1695827050089, 42.1258215342232))",51,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.037566403347, -116.977865938062, -116.990068958492, -117.049808713848, -117.037566403347, 42.1351466421902, 42.1444397007144, 42.1882174595112, 42.1789161196356, 42.1351466421902))",52,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.478906104566, -118.419542634977, -118.432701516587, -118.492103183721, -118.478906104566, 41.9460941389223, 41.9561613432899, 41.9997303588844, 41.9896542606518, 41.9460941389223))",53,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.419542634977, -118.360163023679, -118.373283658089, -118.432701516587, -118.419542634977, 41.9561613432899, 41.9661968032324, 42.0097746883798, 41.9997303588844, 41.9561613432899))",54,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.360163023679, -118.300767310036, -118.313849647691, -118.373283658089, -118.360163023679, 41.9661968032324, 41.9762005040196, 42.0197872343619, 42.0097746883798, 41.9661968032324))",55,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.300767310036, -118.241355533534, -118.25439952498, -118.313849647691, -118.300767310036, 41.9762005040196, 41.9861724309537, 42.0297679820869, 42.0197872343619, 41.9762005040196))",56,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.241355533534, -118.181927733787, -118.19493332967, -118.25439952498, -118.241355533534, 41.9861724309537, 41.9961125693697, 42.0397169168439, 42.0297679820869, 41.9861724309537))",57,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.181927733787, -118.122483950531, -118.1354511016, -118.19493332967, -118.181927733787, 41.9961125693697, 42.0060209046351, 42.0496340239546, 42.0397169168439, 41.9961125693697))",58,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.122483950531, -118.063024223629, -118.075952880732, -118.1354511016, -118.122483950531, 42.0060209046351, 42.0158974221504, 42.0595192887739, 42.0496340239546, 42.0060209046351))",59,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.063024223629, -118.003548593065, -118.016438707156, -118.075952880732, -118.063024223629, 42.0158974221504, 42.0257421073494, 42.0693726966898, 42.0595192887739, 42.0158974221504))",60,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
