geometry,index,is_indigenous,n_fires_mp,n_fires_pt,n_fires_tot,fire_lst,fire_lstmp,max_acresmp,min_mgmtmp,max_durationmp,fire_lstpt,max_acrespt,min_mgmtpt,max_durationpt,max_acres_tribal,max_acres,min_mgmt,max_duration,max_size_class,n_rx_mp,n_rx_pt,n_rx_tot,rx_lst,rx_lstmp,rx_max_acresmp,rx_min_mgmtmp,rx_max_durationmp,rx_lstpt,rx_max_acrespt,rx_min_mgmtpt,rx_max_durationpt,rx_max_acres_tribal,rx_max_acres,rx_min_mgmt,rx_max_duration,rx_max_size_class,n_quercus,n_xerophyllum,n_thuja,n_populus,n_rubus,n_pinus,n_salix,plant_sum,hist_pinus,hist_salix,hist_quercus,hist_populus,hist_thuja,sum_pinus,sum_salix,sum_quercus,sum_populus,sum_thuja,total_plant_sum
"list(c(-119.936545151009, -119.877135149036, -119.891430314296, -119.950878092401, -119.936545151009, 42.1933635841766, 42.204229975238, 42.2475592781175, 42.2366832663261, 42.1933635841766))",591,0,0,2,2,"2015-ORLAD-683789, 2015-ORLAD-682472",NA,0,NA,0,"2015-ORLAD-683789, 2015-ORLAD-682472",0.1,NA,NA,0,0.1,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.877135149036, -119.817707592419, -119.8319649278, -119.891430314296, -119.877135149036, 42.204229975238, 42.2150646958648, 42.2584035958097, 42.2475592781175, 42.204229975238))",592,0,0,1,1,2025-ORLAD-250420,NA,0,NA,0,2025-ORLAD-250420,0.1,NA,NA,0,0.1,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.817707592419, -119.758262518705, -119.772481970551, -119.8319649278, -119.817707592419, 42.2150646958648, 42.2258677301156, 42.269216203412, 42.2584035958097, 42.2150646958648))",593,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.758262518705, -119.698799965577, -119.712981480321, -119.772481970551, -119.758262518705, 42.2258677301156, 42.2366390620794, 42.2799970849639, 42.269216203412, 42.2258677301156))",594,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.698799965577, -119.639319970849, -119.653463495016, -119.712981480321, -119.698799965577, 42.2366390620794, 42.2473786758751, 42.2907462245352, 42.2799970849639, 42.2366390620794))",595,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.639319970849, -119.579822572474, -119.593928052678, -119.653463495016, -119.639319970849, 42.2473786758751, 42.258086555652, 42.3014636062257, 42.2907462245352, 42.2473786758751))",596,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.579822572474, -119.520307808534, -119.534375191485, -119.593928052678, -119.579822572474, 42.258086555652, 42.2687626855898, 42.3121492141662, 42.3014636062257, 42.258086555652))",597,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.520307808534, -119.46077571725, -119.474804949746, -119.534375191485, -119.520307808534, 42.2687626855898, 42.2794070498992, 42.322803032518, 42.3121492141662, 42.2687626855898))",598,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.46077571725, -119.401226336972, -119.415217365908, -119.474804949746, -119.46077571725, 42.2794070498992, 42.2900196328212, 42.3334250454732, 42.322803032518, 42.2794070498992))",599,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.401226336972, -119.341659706187, -119.35561247855, -119.415217365908, -119.401226336972, 42.2900196328212, 42.3006004186279, 42.344015237255, 42.3334250454732, 42.2900196328212))",600,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.341659706187, -119.282075863515, -119.295990326386, -119.35561247855, -119.341659706187, 42.3006004186279, 42.3111493916227, 42.3545735921176, 42.344015237255, 42.3006004186279))",601,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.282075863515, -119.222474847708, -119.236350948262, -119.295990326386, -119.282075863515, 42.3111493916227, 42.3216665361398, 42.3651000943468, 42.3545735921176, 42.3111493916227))",602,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.222474847708, -119.162856697652, -119.176694383162, -119.236350948262, -119.222474847708, 42.3216665361398, 42.3321518365453, 42.3755947282595, 42.3651000943468, 42.3216665361398))",603,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.162856697652, -119.103221452366, -119.117020670199, -119.176694383162, -119.162856697652, 42.3321518365453, 42.3426052772364, 42.3860574782043, 42.3755947282595, 42.3321518365453))",604,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.103221452366, -119.043569151003, -119.057329848622, -119.117020670199, -119.103221452366, 42.3426052772364, 42.3530268426422, 42.3964883285618, 42.3860574782043, 42.3426052772364))",605,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-119.043569151003, -118.983899832847, -118.997621957814, -119.057329848622, -119.043569151003, 42.3530268426422, 42.3634165172236, 42.4068872637442, 42.3964883285618, 42.3530268426422))",606,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.983899832847, -118.924213537315, -118.937897037289, -118.997621957814, -118.983899832847, 42.3634165172236, 42.3737742854735, 42.417254268196, 42.4068872637442, 42.3634165172236))",607,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.924213537315, -118.864510303957, -118.878155126695, -118.937897037289, -118.924213537315, 42.3737742854735, 42.3841001319168, 42.4275893263936, 42.417254268196, 42.3737742854735))",608,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.864510303957, -118.804790172456, -118.818396265814, -118.878155126695, -118.864510303957, 42.3841001319168, 42.3943940411109, 42.4378924228461, 42.4275893263936, 42.3841001319168))",609,0,0,1,1,2016-ORBUD-006073,NA,0,NA,0,2016-ORBUD-006073,0.1,NA,147.38305555555556,0,0.1,Inf,147.38305555555556,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.804790172456, -118.745053182625, -118.758620494558, -118.818396265814, -118.804790172456, 42.3943940411109, 42.4046559976454, 42.4481635420948, 42.4378924228461, 42.3943940411109))",610,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.745053182625, -118.685299374412, -118.698827852975, -118.758620494558, -118.745053182625, 42.4046559976454, 42.4148859861428, 42.458402668714, 42.4481635420948, 42.4046559976454))",611,0,0,1,1,2025-ORBUD-002684,NA,0,NA,0,2025-ORBUD-002684,17.69,NA,1192.5677777777778,0,17.69,Inf,1192.5677777777778,Class C,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.685299374412, -118.625528787893, -118.639018381243, -118.698827852975, -118.685299374412, 42.4148859861428, 42.425083991258, 42.4686097873104, 42.458402668714, 42.4148859861428))",612,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.625528787893, -118.565741463279, -118.579192119672, -118.639018381243, -118.625528787893, 42.425083991258, 42.435249997679, 42.4787848825241, 42.4686097873104, 42.425083991258))",613,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.565741463279, -118.505937440911, -118.519349108705, -118.579192119672, -118.565741463279, 42.435249997679, 42.4453839901268, 42.488927939028, 42.4787848825241, 42.435249997679))",614,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.505937440911, -118.446116761261, -118.459489388918, -118.519349108705, -118.505937440911, 42.4453839901268, 42.4554859533554, 42.4990389415282, 42.488927939028, 42.4453839901268))",615,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.446116761261, -118.386279464933, -118.399613001017, -118.459489388918, -118.446116761261, 42.4554859533554, 42.4655558721524, 42.5091178747646, 42.4990389415282, 42.4554859533554))",616,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.386279464933, -118.326425592661, -118.339719985839, -118.399613001017, -118.386279464933, 42.4655558721524, 42.4755937313388, 42.5191647235103, 42.5091178747646, 42.4655558721524))",617,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.326425592661, -118.266555185311, -118.279810384354, -118.339719985839, -118.326425592661, 42.4755937313388, 42.4855995157691, 42.5291794725723, 42.5191647235103, 42.4755937313388))",618,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.266555185311, -118.206668283879, -118.219884237662, -118.279810384354, -118.266555185311, 42.4855995157691, 42.4955732103316, 42.5391621067912, 42.5291794725723, 42.4855995157691))",619,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.206668283879, -118.146764929491, -118.159941586995, -118.219884237662, -118.206668283879, 42.4955732103316, 42.5055147999488, 42.5491126110419, 42.5391621067912, 42.4955732103316))",620,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.146764929491, -118.086845163403, -118.099982473715, -118.159941586995, -118.146764929491, 42.5055147999488, 42.5154242695769, 42.5590309702334, 42.5491126110419, 42.5055147999488))",621,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.086845163403, -118.026909027003, -118.040006939315, -118.099982473715, -118.086845163403, 42.5154242695769, 42.5253016042066, 42.5689171693089, 42.5590309702334, 42.5154242695769))",622,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-118.026909027003, -117.966956561805, -117.980015025418, -118.040006939315, -118.026909027003, 42.5253016042066, 42.5351467888627, 42.5787711932461, 42.5689171693089, 42.5253016042066))",623,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.966956561805, -117.906987809458, -117.920006773778, -117.980015025418, -117.966956561805, 42.5351467888627, 42.5449598086049, 42.5885930270572, 42.5787711932461, 42.5351467888627))",624,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.906987809458, -117.847002811736, -117.859982226278, -117.920006773778, -117.906987809458, 42.5449598086049, 42.5547406485272, 42.5983826557895, 42.5885930270572, 42.5449598086049))",625,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.847002811736, -117.787001610544, -117.799941424932, -117.859982226278, -117.847002811736, 42.5547406485272, 42.5644892937586, 42.6081400645247, 42.5983826557895, 42.5547406485272))",626,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.787001610544, -117.726984247917, -117.739884411883, -117.799941424932, -117.787001610544, 42.5644892937586, 42.5742057294631, 42.6178652383799, 42.6081400645247, 42.5644892937586))",627,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.726984247917, -117.666950766016, -117.679811229403, -117.739884411883, -117.726984247917, 42.5742057294631, 42.5838899408396, 42.6275581625073, 42.6178652383799, 42.5742057294631))",628,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.666950766016, -117.606901207135, -117.619721919894, -117.679811229403, -117.666950766016, 42.5838899408396, 42.5935419131225, 42.6372188220944, 42.6275581625073, 42.5838899408396))",629,0,1,0,1,2022-ORVAD-000121,2022-ORVAD-000121,427.84,4,1720.0833333333333,NA,0,NA,0,0,427.84,4,1720.0833333333333,Class E,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.606901207135, -117.546835613692, -117.559616525887, -117.619721919894, -117.606901207135, 42.5935419131225, 42.6031616315815, 42.6468472023643, 42.6372188220944, 42.5935419131225))",630,0,1,1,2,"2022-ORVAD-000121, 2025-ORVAD-250158",2022-ORVAD-000121,427.84,4,1720.0833333333333,2025-ORVAD-250158,75.89,NA,948.75,0,427.84,4,1720.0833333333333,Class E,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.546835613692, -117.486754028236, -117.499495090042, -117.559616525887, -117.546835613692, 42.6031616315815, 42.6127490815217, 42.6564432885757, 42.6468472023643, 42.6031616315815))",631,0,1,0,1,2018-ORVAD-000054,2018-ORVAD-000054,2228.92,NA,494.5997222222222,NA,0,NA,0,0,2228.92,Inf,494.5997222222222,Class F,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.486754028236, -117.426656493443, -117.439357655147, -117.499495090042, -117.486754028236, 42.6127490815217, 42.6223042482842, 42.6660070660228, 42.6564432885757, 42.6127490815217))",632,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.426656493443, -117.366543052119, -117.379204264119, -117.439357655147, -117.426656493443, 42.6223042482842, 42.6318271172457, 42.6755385200363, 42.6660070660228, 42.6223042482842))",633,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.366543052119, -117.306413747194, -117.319034960004, -117.379204264119, -117.366543052119, 42.6318271172457, 42.641317673819, 42.6850376359824, 42.6755385200363, 42.6318271172457))",634,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.306413747194, -117.246268621729, -117.258849785973, -117.319034960004, -117.306413747194, 42.641317673819, 42.650775903453, 42.6945043992639, 42.6850376359824, 42.641317673819))",635,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.246268621729, -117.186107718909, -117.198648785328, -117.258849785973, -117.246268621729, 42.650775903453, 42.660201791633, 42.7039387953198, 42.6945043992639, 42.650775903453))",636,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.186107718909, -117.125931082049, -117.138432001497, -117.198648785328, -117.186107718909, 42.660201791633, 42.6695953238804, 42.7133408096256, 42.7039387953198, 42.660201791633))",637,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
"list(c(-117.125931082049, -117.065738754589, -117.078199478037, -117.138432001497, -117.125931082049, 42.6695953238804, 42.6789564857535, 42.7227104276938, 42.7133408096256, 42.6695953238804))",638,0,0,1,1,2018-ORVAD-000176,NA,0,NA,0,2018-ORVAD-000176,617.8,NA,725.1163888888889,0,617.8,Inf,725.1163888888889,Class E,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-117.065738754589, -117.005530780096, -117.01795125863, -117.078199478037, -117.065738754589, 42.6789564857535, 42.6882852628472, 42.7320476350732, 42.7227104276938, 42.6789564857535))",639,0,0,1,1,2019-ORVAD-000110,NA,0,NA,0,2019-ORVAD-000110,0.7,NA,722.7163888888889,0,0.7,Inf,722.7163888888889,Class B,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-121.490219703491, -121.431242508932, -121.446532139509, -121.505545742124, -121.490219703491, 41.9428354091713, 41.9545297598807, 41.997597363235, 41.9858927743981, 41.9428354091713))",640,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"list(c(-121.431242508932, -121.3722467752, -121.387499941651, -121.446532139509, -121.431242508932, 41.9545297598807, 41.9661928423085, 42.0092706614007, 41.997597363235, 41.9545297598807))",641,0,0,1,1,2025-CASKU-001949,NA,0,NA,0,2025-CASKU-001949,0.25,NA,NA,0,0.25,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"list(c(-121.3722467752, -121.313232536383, -121.328449182713, -121.387499941651, -121.3722467752, 41.9661928423085, 41.9778246397354, 42.0209126521249, 42.0092706614007, 41.9661928423085))",642,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"list(c(-121.313232536383, -121.254199826704, -121.269379896993, -121.328449182713, -121.313232536383, 41.9778246397354, 41.9894251354683, 42.0325233186634, 42.0209126521249, 41.9778246397354))",643,0,0,0,0,NA,NA,0,NA,0,NA,0,NA,0,0,0,Inf,NA,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"list(c(-121.254199826704, -121.195148680525, -121.210292118929, -121.269379896993, -121.254199826704, 41.9894251354683, 42.00099431284, 42.0441026442982, 42.0325233186634, 41.9894251354683))",644,0,0,1,1,2025-OR981S-250403,NA,0,NA,0,2025-OR981S-250403,0.1,NA,157.905,0,0.1,Inf,157.905,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"list(c(-121.195148680525, -121.136079132346, -121.151185883098, -121.210292118929, -121.195148680525, 42.00099431284, 42.0125321552103, 42.055650612338, 42.0441026442982, 42.00099431284))",645,0,0,2,2,"2019-ORLAD-000346, 2022-ORLAD-220362",NA,0,NA,0,"2019-ORLAD-000346, 2022-ORLAD-220362",0.1,NA,150.84972222222223,0,0.1,Inf,150.84972222222223,Class A,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"list(c(-121.136079132346, -121.076991216803, -121.092061224213, -121.151185883098, -121.136079132346, 42.0125321552103, 42.0240386459649, 42.067167206118, 42.055650612338, 42.0125321552103))",646,0,0,2,2,"2017-ORLAD-000233, 2025-ORLAD-250222",NA,0,NA,0,"2017-ORLAD-000233, 2025-ORLAD-250222",346,NA,877.2663888888889,0,346,Inf,877.2663888888889,Class E,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"list(c(-121.076991216803, -121.017884968671, -121.032918177127, -121.092061224213, -121.076991216803, 42.0240386459649, 42.0355137685169, 42.0786524090002, 42.067167206118, 42.0240386459649))",647,0,0,4,4,"2015-ORLAD-682120, 2021-ORLAD-210248, 2021-ORLAD-210237, 2025-ORLAD-250469",NA,0,NA,0,"2015-ORLAD-682120, 2021-ORLAD-210248, 2021-ORLAD-210237, 2025-ORLAD-250469",0.5,NA,216.8188888888889,0,0.5,Inf,216.8188888888889,Class B,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"list(c(-121.017884968671, -120.958760422861, -120.97375677683, -121.032918177127, -121.017884968671, 42.0355137685169, 42.0469575063057, 42.0901062043734, 42.0786524090002, 42.0355137685169))",648,0,0,1,1,2018-ORLAD-000281,NA,0,NA,0,2018-ORLAD-000281,41,NA,1426.2330555555557,0,41,Inf,1426.2330555555557,Class C,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,NA,0,Class A,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
