geometry,index,is_indigenous,n_wildfires,wf_uids,max_acres,max_acres_tribal,min_mgmt,max_duration,max_size_class,n_rx_fires,rx_uids,rx_max_acres,rx_max_acres_tribal,rx_min_mgmt,rx_max_duration,rx_max_size_class,n_pinus,n_salix,n_quercus,n_populus,n_thuja,n_xerophyllum,n_rubus,plant_sum
"list(c(-118.952441002613, -118.902441002613, -118.902441002613, -118.952441002613, -118.952441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",551,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.902441002613, -118.852441002613, -118.852441002613, -118.902441002613, -118.902441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",552,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.852441002613, -118.802441002613, -118.802441002613, -118.852441002613, -118.852441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",553,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.802441002613, -118.752441002613, -118.752441002613, -118.802441002613, -118.802441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",554,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.752441002613, -118.702441002613, -118.702441002613, -118.752441002613, -118.752441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",555,0,2,"2017-ORBUD-007112, 2025-ORBUD-002642",134,0,NA,342.683055555556,Class D,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.702441002613, -118.652441002613, -118.652441002613, -118.702441002613, -118.702441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",556,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.652441002613, -118.602441002613, -118.602441002613, -118.652441002613, -118.652441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",557,0,2,"2017-ORBUD-007058, 2017-ORBUD-007058",4410.98,0,3,2030.18305555556,Class F,0,NA,0,0,NA,0,Class A,0,0,0,1,0,0,0,1
"list(c(-118.602441002613, -118.552441002613, -118.552441002613, -118.602441002613, -118.602441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",558,0,1,2025-ORBUD-002715,0.1,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.552441002613, -118.502441002613, -118.502441002613, -118.552441002613, -118.552441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",559,0,1,2025-ORBUD-002672,0.6,0,NA,1458.05972222222,Class B,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.502441002613, -118.452441002613, -118.452441002613, -118.502441002613, -118.502441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",560,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.452441002613, -118.402441002613, -118.402441002613, -118.452441002613, -118.452441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",561,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.402441002613, -118.352441002613, -118.352441002613, -118.402441002613, -118.402441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",562,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,1,0,0,0,1
"list(c(-118.352441002613, -118.302441002613, -118.302441002613, -118.352441002613, -118.352441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",563,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,1,0,0,0,1
"list(c(-118.302441002613, -118.252441002613, -118.252441002613, -118.302441002613, -118.302441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",564,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.252441002613, -118.202441002613, -118.202441002613, -118.252441002613, -118.252441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",565,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.202441002613, -118.152441002613, -118.152441002613, -118.202441002613, -118.202441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",566,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.152441002613, -118.102441002613, -118.102441002613, -118.152441002613, -118.152441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",567,0,1,2024-ORVAD-240134,124.03,0,NA,17.9113888888889,Class D,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.102441002613, -118.052441002613, -118.052441002613, -118.102441002613, -118.102441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",568,0,1,2024-ORVAD-240134,124.03,0,NA,17.9113888888889,Class D,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.052441002613, -118.002441002613, -118.002441002613, -118.052441002613, -118.052441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",569,0,1,2021-ORVAD-000220,169.13,0,4,986.483333333333,Class D,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-118.002441002613, -117.952441002613, -117.952441002613, -118.002441002613, -118.002441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",570,0,1,2021-ORVAD-000220,169.13,0,4,986.483333333333,Class D,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.952441002613, -117.902441002613, -117.902441002613, -117.952441002613, -117.952441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",571,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.902441002613, -117.852441002613, -117.852441002613, -117.902441002613, -117.902441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",572,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.852441002613, -117.802441002613, -117.802441002613, -117.852441002613, -117.852441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",573,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.802441002613, -117.752441002613, -117.752441002613, -117.802441002613, -117.802441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",574,0,2,"2025-ORVAD-250212, 2025-ORVAD-250215",15.24,0,NA,620.687777777778,Class C,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.752441002613, -117.702441002613, -117.702441002613, -117.752441002613, -117.752441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",575,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.702441002613, -117.652441002613, -117.652441002613, -117.702441002613, -117.702441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",576,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.652441002613, -117.602441002613, -117.602441002613, -117.652441002613, -117.652441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",577,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.602441002613, -117.552441002613, -117.552441002613, -117.602441002613, -117.602441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",578,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.552441002613, -117.502441002613, -117.502441002613, -117.552441002613, -117.552441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",579,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.502441002613, -117.452441002613, -117.452441002613, -117.502441002613, -117.502441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",580,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.452441002613, -117.402441002613, -117.402441002613, -117.452441002613, -117.452441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",581,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.402441002613, -117.352441002613, -117.352441002613, -117.402441002613, -117.402441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",582,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.352441002613, -117.302441002613, -117.302441002613, -117.352441002613, -117.352441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",583,0,1,2017-ORVAD-000214,1613.4,0,NA,3583.49972222222,Class F,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.302441002613, -117.252441002613, -117.252441002613, -117.302441002613, -117.302441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",584,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.252441002613, -117.202441002613, -117.202441002613, -117.252441002613, -117.252441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",585,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.202441002613, -117.152441002613, -117.152441002613, -117.202441002613, -117.202441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",586,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.152441002613, -117.102441002613, -117.102441002613, -117.152441002613, -117.152441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",587,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.102441002613, -117.052441002613, -117.052441002613, -117.102441002613, -117.102441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",588,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-117.052441002613, -117.002441002613, -117.002441002613, -117.052441002613, -117.052441002613, 42.1426919995414, 42.1426919995414, 42.1926919995414, 42.1926919995414, 42.1426919995414))",589,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-124.402441002613, -124.352441002613, -124.352441002613, -124.402441002613, -124.402441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",590,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,2,2
"list(c(-124.352441002613, -124.302441002613, -124.302441002613, -124.352441002613, -124.352441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",591,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-124.302441002613, -124.252441002613, -124.252441002613, -124.302441002613, -124.302441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",592,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-124.252441002613, -124.202441002613, -124.202441002613, -124.252441002613, -124.252441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",593,0,2,"2015-ORCBD-686479, 2015-ORCBD-686495",1,0,NA,NA,Class B,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-124.202441002613, -124.152441002613, -124.152441002613, -124.202441002613, -124.202441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",594,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-124.152441002613, -124.102441002613, -124.102441002613, -124.152441002613, -124.152441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",595,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-124.102441002613, -124.052441002613, -124.052441002613, -124.102441002613, -124.102441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",596,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-124.052441002613, -124.002441002613, -124.002441002613, -124.052441002613, -124.052441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",597,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,1,0,1
"list(c(-124.002441002613, -123.952441002613, -123.952441002613, -124.002441002613, -124.002441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",598,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,2,0,2
"list(c(-123.952441002613, -123.902441002613, -123.902441002613, -123.952441002613, -123.952441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",599,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,1,0,1
"list(c(-123.902441002613, -123.852441002613, -123.852441002613, -123.902441002613, -123.902441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",600,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,2,0,2
"list(c(-123.852441002613, -123.802441002613, -123.802441002613, -123.852441002613, -123.852441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",601,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,5,1,6
"list(c(-123.802441002613, -123.752441002613, -123.752441002613, -123.802441002613, -123.802441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",602,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,1,0,1,0,0,6,4,12
"list(c(-123.752441002613, -123.702441002613, -123.702441002613, -123.752441002613, -123.752441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",603,0,1,2025-ORRSF-000052,0.1,0,NA,45.8333333333333,Class A,0,NA,0,0,NA,0,Class A,1,0,4,0,0,4,0,9
"list(c(-123.702441002613, -123.652441002613, -123.652441002613, -123.702441002613, -123.702441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",604,0,7,"2018-ORMED-000240, 2024-OR712S-000019, 2024-OR712S-000306, 2020-ORRSF-000103, 2020-ORRSF-000309, 2020-ORRSF-000374, 2021-ORRSF-000208",7.8,0,NA,4042.33305555556,Class B,0,NA,0,0,NA,0,Class A,1,0,7,0,0,1,0,9
"list(c(-123.652441002613, -123.602441002613, -123.602441002613, -123.652441002613, -123.652441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",605,0,18,"2021-OR712S-020922, 2016-ORMED-000184, 2017-ORMED-000637, 2019-ORMED-000251, 2019-ORMED-000533, 2019-ORMED-000557, 2019-ORMED-000558, 2017-ORMED-000665, 2019-ORMED-000469, 2024-OR712S-000270, 2020-ORMED-000202, 2021-ORMED-000190, 2020-ORMED-000064, 2020-ORMED-000066, 2020-ORMED-000296, 2022-ORMED-000310, 2025-OR712S-015426, 2025-ORMED-712507",3.2,0,NA,5679.74972222222,Class B,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
"list(c(-123.602441002613, -123.552441002613, -123.552441002613, -123.602441002613, -123.602441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",606,0,4,"2015-ORMED-679393, 2023-ORMED-000528, 2021-ORMED-000540, 2025-OR712S-016826",0.2,0,NA,984.916666666667,Class A,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
"list(c(-123.552441002613, -123.502441002613, -123.502441002613, -123.552441002613, -123.552441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",607,0,2,"2018-ORMED-000507, 2024-OR712S-000339",0.3,0,NA,3373.19972222222,Class B,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-123.502441002613, -123.452441002613, -123.452441002613, -123.502441002613, -123.502441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",608,0,2,"2025-ORMED-712052, 2025-OR712S-016526",0.6,0,NA,NA,Class B,0,NA,0,0,NA,0,Class A,0,0,0,0,0,1,0,1
"list(c(-123.452441002613, -123.402441002613, -123.402441002613, -123.452441002613, -123.452441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",609,0,0,NA,0,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-123.402441002613, -123.352441002613, -123.352441002613, -123.402441002613, -123.402441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",610,0,8,"2016-ORMED-000542, 2016-ORMED-000654, 2017-ORMED-000514, 2018-ORMED-000728, 2020-ORMED-000079, 2025-ORMED-712051, 2025-ORMED-712042, 2025-OR712S-079025",10.11,0,NA,5570.36638888889,Class C,0,NA,0,0,NA,0,Class A,1,0,0,0,0,1,0,2
"list(c(-123.352441002613, -123.302441002613, -123.302441002613, -123.352441002613, -123.352441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",611,0,1,2019-ORMED-000555,0.3,0,NA,358.499722222222,Class B,0,NA,0,0,NA,0,Class A,1,0,1,0,0,0,0,2
"list(c(-123.302441002613, -123.252441002613, -123.252441002613, -123.302441002613, -123.302441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",612,0,4,"2024-OR712S-000346, 2024-OR712S-000247, 2024-OR712S-000397, 2025-OR712S-050826",1.01,0,NA,NA,Class B,0,NA,0,0,NA,0,Class A,1,0,1,0,0,1,0,3
"list(c(-123.252441002613, -123.202441002613, -123.202441002613, -123.252441002613, -123.252441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",613,0,2,"2019-ORMED-000233, 2024-OR712S-000631",59,0,NA,1254.09972222222,Class C,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
"list(c(-123.202441002613, -123.152441002613, -123.152441002613, -123.202441002613, -123.202441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",614,0,6,"2022-ORMED-000221, 2022-ORMED-000232, 2018-ORMED-000204, 2023-ORMED-000076, 2018-ORMED-000847, 2025-ORMED-712030",27.55,0,NA,4788.83305555556,Class C,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
"list(c(-123.152441002613, -123.102441002613, -123.102441002613, -123.152441002613, -123.152441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",615,0,6,"2022-ORMED-000215, 2023-ORMED-000377, 2021-ORMED-000286, 2022-ORMED-000235, 2021-ORMED-000358, 2025-ORMED-712048",3.4,0,NA,407.283333333333,Class B,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
"list(c(-123.102441002613, -123.052441002613, -123.052441002613, -123.102441002613, -123.102441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",616,0,5,"2023-ORMED-000376, 2019-ORMED-000353, 2025-OR711S-049325, 2025-ORMED-007126, 2025-ORMED-711-096-26",4.79,0,NA,368.049722222222,Class B,0,NA,0,0,NA,0,Class A,1,0,0,1,0,0,0,2
"list(c(-123.052441002613, -123.002441002613, -123.002441002613, -123.052441002613, -123.052441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",617,0,6,"2024-OR711S-000375, 2024-OR711S-000115, 2021-ORMED-000280, 2021-ORMED-000303, 2025-ORRSF-000157, 2025-OR711S-711-461-25",469.85,0,NA,153.254166666667,Class E,0,NA,0,0,NA,0,Class A,1,0,2,0,0,0,0,3
"list(c(-123.002441002613, -122.952441002613, -122.952441002613, -123.002441002613, -123.002441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",618,0,5,"2015-ORMED-683117, 2018-ORMED-000427, 2018-ORMED-000431, 2018-ORMED-000123, 2025-ORMED-040326",32,0,NA,4071.99972222222,Class C,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
"list(c(-122.952441002613, -122.902441002613, -122.902441002613, -122.952441002613, -122.952441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",619,0,4,"2022-ORMED-000359, 2017-ORMED-000401, 2025-ORMED-034526, 2025-ORMED-010126",255.98,0,NA,2091.44972222222,Class D,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
"list(c(-122.902441002613, -122.852441002613, -122.852441002613, -122.902441002613, -122.902441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",620,0,13,"2016-ORMED-000263, 2018-ORMED-000119, 2018-ORMED-000120, 2018-ORMED-000167, 2018-ORMED-000433, 2021-ORMED-000243, 2021-ORMED-000353, 2021-ORMED-000346, 2021-ORMED-000351, 2021-ORMED-000342, 2021-ORMED-000537, 2021-ORMED-000316, 2025-ORMED-032826",2,0,NA,4071.99972222222,Class B,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-122.852441002613, -122.802441002613, -122.802441002613, -122.852441002613, -122.852441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",621,0,1,2025-OR711S-046025,0.17,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,1,0,1,0,0,0,0,2
"list(c(-122.802441002613, -122.752441002613, -122.752441002613, -122.802441002613, -122.802441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",622,0,1,2017-ORMED-000351,0.1,0,NA,4545.11638888889,Class A,0,NA,0,0,NA,0,Class A,1,0,1,0,0,0,0,2
"list(c(-122.752441002613, -122.702441002613, -122.702441002613, -122.752441002613, -122.752441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",623,0,3,"2024-OR711S-000359, 2024-OR711S-000324, 2025-OR711S-030126",0.15,0,NA,NA,Class A,0,NA,0,0,NA,0,Class A,0,0,5,3,0,0,0,8
"list(c(-122.702441002613, -122.652441002613, -122.652441002613, -122.702441002613, -122.702441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",624,0,1,2025-OR711S-005526,38.49,0,NA,NA,Class C,0,NA,0,0,NA,0,Class A,0,0,0,1,0,0,0,1
"list(c(-122.652441002613, -122.602441002613, -122.602441002613, -122.652441002613, -122.652441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",625,0,3,"2023-OR711S-711-256-24, 2024-OR711S-000022, 2025-OR711S-711-041-26",9.99,0,NA,NA,Class B,0,NA,0,0,NA,0,Class A,0,0,1,0,0,0,0,1
"list(c(-122.602441002613, -122.552441002613, -122.552441002613, -122.602441002613, -122.602441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",626,0,2,"2019-ORMED-000556, 2022-ORMED-000392",0.1,0,NA,351.766388888889,Class A,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
"list(c(-122.552441002613, -122.502441002613, -122.502441002613, -122.552441002613, -122.552441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",627,0,3,"2018-ORMED-000173, 2019-ORMED-000500, 2025-ORMED-009126",16.29,0,NA,3996.01638888889,Class C,0,NA,0,0,NA,0,Class A,1,1,1,0,0,0,0,3
"list(c(-122.502441002613, -122.452441002613, -122.452441002613, -122.502441002613, -122.502441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",628,0,2,"2017-ORMED-000393, 2025-ORMED-010026",0.1,0,NA,2166.49972222222,Class A,0,NA,0,0,NA,0,Class A,0,0,0,0,0,0,0,0
"list(c(-122.452441002613, -122.402441002613, -122.402441002613, -122.452441002613, -122.452441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",629,0,2,"2016-ORMED-000071, 2015-ORMED-682679",0.3,0,NA,3917.73305555555,Class B,0,NA,0,0,NA,0,Class A,1,0,1,0,0,0,0,2
"list(c(-122.402441002613, -122.352441002613, -122.352441002613, -122.402441002613, -122.402441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",630,0,4,"2017-ORMED-000280, 2019-ORMED-000191, 2019-ORMED-000205, 2025-OR711S-009226",0.58,0,NA,3036.64972222222,Class B,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
"list(c(-122.352441002613, -122.302441002613, -122.302441002613, -122.352441002613, -122.352441002613, 42.1926919995414, 42.1926919995414, 42.2426919995414, 42.2426919995414, 42.1926919995414))",631,0,1,2023-ORMED-000194,0.1,0,NA,333.497222222222,Class A,0,NA,0,0,NA,0,Class A,1,0,0,0,0,0,0,1
